endTime,artistName,trackName,msPlayed
2021-06-29 00:21,Kanye West,Mercy,329320
2021-06-29 00:25,Mac Miller,Small Worlds,271733
2021-06-29 00:30,Kanye West,All Of The Lights,299613
2021-06-29 00:33,Logic,44 More,188600
2021-06-29 00:37,Kanye West,Bound 2,229146
2021-06-29 00:42,21 Savage,Rap Saved Me (feat. Quavo),257600
2021-06-29 00:46,T-Pain,Buy U A Drank (Shawty Snappin') (feat. Kanye West) - Remix,255106
2021-06-29 00:49,Rich Gang,Lifestyle,171240
2021-06-29 01:07,Rich Gang,Lifestyle,48960
2021-06-29 01:08,Kanye West,Skit #2,30208
2021-06-29 01:12,Jeremih,Planez,240320
2021-06-29 01:16,Kanye West,I Wonder,243440
2021-06-29 01:19,Mac Miller,Weekend (feat. Miguel),208080
2021-06-29 01:23,Kanye West,Good Life,207000
2021-06-29 01:26,Logic,Everyday,204746
2021-06-29 01:29,Kanye West,Waves,181573
2021-06-29 01:32,21 Savage,Rich Nigga Shit (feat. Young Thug),190331
2021-06-29 01:35,Kanye West,Good Morning,195093
2021-06-29 01:39,Young Thug,The London (feat. J. Cole & Travis Scott),200186
2021-06-29 01:45,Kanye West,Devil In A New Dress,351946
2021-06-29 01:49,J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),266291
2021-06-29 01:51,Kanye West,Champions,88147
2021-06-29 03:08,Kanye West,Champions,246093
2021-06-29 03:11,Mac Miller,Blue World,209440
2021-06-29 03:16,JAY-Z,Run This Town,267520
2021-06-29 03:25,Logic,Ballin,63222
2021-06-29 08:42,Mac Miller,Good News,342040
2021-06-29 08:43,Mac Miller,Circles,4288
2021-06-29 21:23,Mac Miller,Circles,166087
2021-06-29 21:28,Dominic Fike,Phone Numbers,146826
2021-06-29 22:01,Jaden,Summertime In Paris,136027
2021-06-29 22:03,Flume,The Difference,139662
2021-06-29 22:07,J. Cole,Snow On Tha Bluff,235480
2021-06-29 22:12,Kid Cudi,Mr. Rager,294213
2021-06-29 22:16,Mac Miller,Blue World,209440
2021-06-29 22:21,Chance the Rapper,Cocoa Butter Kisses,307187
2021-06-29 22:23,Dominic Fike,Babydoll,97960
2021-06-29 22:41,Masego,Tadow,51104
2021-06-29 22:42,Frank Ocean,Self Control,67029
2021-06-29 22:45,Larry Lovestein & The Velvet Revival,Suspicions,220499
2021-06-29 22:49,Mac Miller,The Spins,195873
2021-06-29 22:53,Miguel,waves - Tame Impala Remix,253346
2021-06-29 22:58,KIDS SEE GHOSTS,Reborn,324674
2021-06-29 23:02,Kevin Abstract,Peach,176732
2021-06-29 23:06,Anderson .Paak,Lockdown,212613
2021-06-29 23:09,Bakar,Chill,223293
2021-06-29 23:15,Mac Miller,Surf,330506
2021-06-29 23:17,Aminé,SHINE,150000
2021-06-29 23:22,Dijon,Nico's Red Truck,248853
2021-06-29 23:28,Kendrick Lamar,Money Trees,386906
2021-06-29 23:34,Anderson .Paak,Heart Don't Stand a Chance,312360
2021-06-29 23:37,Louis The Child,Little Things (with Quinn XCII & Chelsea Cutler),197453
2021-06-29 23:42,Mac Miller,Hand Me Downs,298440
2021-06-29 23:46,Flume,Rushing Back,231663
2021-06-29 23:48,Baby Keem,ORANGE SODA,129882
2021-06-29 23:53,SZA,Good Days,279204
2021-06-29 23:57,Briston Maroney,Freakin' Out On the Interstate,251906
2021-06-30 00:00,Frank Ocean,Moon River,188323
2021-06-30 00:05,Mac Miller,Fight the Feeling,281604
2021-06-30 00:32,Tai Verdes,Stuck In The Middle,196133
2021-06-30 00:38,Mac Miller,Self Care,345133
2021-06-30 00:41,Frank Ocean,Cayendo (Side A - Acoustic),202200
2021-06-30 00:46,Logic,OCD (with Dwn2earth),291706
2021-06-30 00:50,J. Cole,Snow On Tha Bluff,235480
2021-06-30 00:54,Mac Miller,Senior Skip Day,175782
2021-06-30 00:58,A$AP Rocky,L$D,238306
2021-06-30 01:03,BROCKHAMPTON,BLEACH,273151
2021-06-30 01:08,Frank Ocean,Ivy,249191
2021-06-30 01:12,Kid Cudi,The Adventures of Moon Man & Slim Shady (with Eminem),264833
2021-06-30 01:16,The Weeknd,Heartless,198266
2021-06-30 01:21,Mac Miller,2009,347986
2021-06-30 01:34,Russ,NIGHTTIME (Interlude),189866
2021-06-30 01:37,BROCKHAMPTON,SUGAR,144565
2021-06-30 01:38,Frank Ocean,DHL,73429
2021-06-30 03:44,Frank Ocean,DHL,195453
2021-06-30 03:45,Larry Lovestein & The Velvet Revival,You,22542
2021-06-30 03:49,Kota the Friend,Long Beach,252778
2021-06-30 03:54,Mac Miller,Right,287871
2021-06-30 03:56,Frank Ocean,In My Room,133680
2021-06-30 03:58,Vince Staples,"Yo Love - From ""Queen & Slim: The Soundtrack""",143830
2021-06-30 04:02,Kid Cudi,Leader Of The Delinquents,189544
2021-06-30 04:05,"Tyler, The Creator",EARFQUAKE,190066
2021-06-30 04:06,Earl Sweatshirt,Riot!,66133
2021-06-30 04:09,88-Keys,That's Life (feat. Mac Miller & Sia),202390
2021-06-30 04:12,A$AP Rocky,Kids Turned Out Fine,136872
2021-06-30 17:50,Frank Ocean,Biking,31168
2021-06-30 17:50,ODIE,Little Lies,4373
2021-06-30 17:54,Mac Miller,The Spins,195873
2021-06-30 17:56,Mac Miller,Kool Aid & Frozen Pizza,157540
2021-06-30 18:23,Mac Miller,Right,287871
2021-06-30 18:29,Mac Miller,Good News,342040
2021-06-30 18:41,Free Nationals,Time,3155
2021-06-30 18:47,Gotye,Somebody That I Used To Know,58325
2021-06-30 18:48,Gotye,Somebody That I Used To Know,9685
2021-06-30 19:28,Katy Perry,Teenage Dream,227741
2021-06-30 19:32,Katy Perry,Firework,190210
2021-06-30 19:36,The Killers,Mr. Brightside,222973
2021-06-30 19:37,La Roux,Bulletproof,13509
2021-06-30 19:53,La Roux,Bulletproof,192084
2021-06-30 19:57,Plain White T's,Hey There Delilah - Bonus Track,233280
2021-06-30 20:00,Kid Cudi,Day 'N' Nite (nightmare),221266
2021-06-30 20:04,Fetty Wap,My Way (feat. Monty),213053
2021-06-30 20:08,Zac Brown Band,Chicken Fried,238146
2021-06-30 20:13,Justin Bieber,Boyfriend,13060
2021-06-30 20:13,Katy Perry,California Gurls,234653
2021-06-30 20:14,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),42724
2021-06-30 20:18,LMFAO,Party Rock Anthem,262173
2021-06-30 20:23,Rihanna,Don't Stop The Music,267080
2021-06-30 20:27,Avicii,Hey Brother,255093
2021-06-30 20:30,Iggy Azalea,Black Widow,209423
2021-06-30 20:34,Miley Cyrus,Party In The U.S.A.,202066
2021-06-30 20:38,Chris Brown,Yeah 3x,241666
2021-06-30 20:40,Britney Spears,Toxic,106503
2021-06-30 20:43,Sia,Chandelier,216120
2021-06-30 20:48,ScHoolboy Q,Studio,278066
2021-06-30 20:52,Lukas Graham,7 Years,237300
2021-06-30 20:56,Mr. Probz,Waves - Robin Schulz Radio Edit,208133
2021-06-30 21:00,Ed Sheeran,Thinking out Loud,281560
2021-06-30 21:05,will.i.am,Scream & Shout,283400
2021-06-30 21:09,MAGIC!,Rude,224840
2021-06-30 21:13,CeeLo Green,Forget You,222733
2021-06-30 21:16,David Guetta,Without You (feat. Usher),208133
2021-06-30 21:21,Zedd,Clarity,271426
2021-06-30 21:27,Justin Timberlake,Rock Your Body,267266
2021-06-30 21:31,Zedd,I Want You To Know,240000
2021-06-30 21:35,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613
2021-06-30 21:39,Rihanna,Diamonds,225146
2021-06-30 21:42,Fergie,L.A.LOVE (la la) [feat. YG],211512
2021-06-30 21:46,Soulja Boy,Crank That (Soulja Boy),221933
2021-06-30 21:50,Usher,OMG (feat. will.i.am),269493
2021-06-30 21:54,Tove Lo,Habits (Stay High),209160
2021-06-30 22:00,T.I.,Live Your Life,338853
2021-06-30 22:03,Jack Johnson,Upside Down,208653
2021-06-30 22:08,Coldplay,A Sky Full of Stars,267866
2021-06-30 22:11,Grouplove,Tongue Tied,218013
2021-06-30 22:15,Flo Rida,Whistle,224653
2021-06-30 22:19,Nico & Vinz,In Your Arms,205800
2021-06-30 22:22,Far East Movement,Rocketeer,211253
2021-06-30 22:26,One Direction,Live While We're Young,200213
2021-06-30 22:30,Travie McCoy,Billionaire (feat. Bruno Mars),209720
2021-06-30 22:35,Outkast,Ms. Jackson,270506
2021-06-30 22:39,Lupe Fiasco,The Show Goes On,239613
2021-06-30 22:43,Fort Minor,Remember the Name (feat. Styles of Beyond),230493
2021-06-30 22:44,Taio Cruz,Break Your Heart,75939
2021-07-01 19:22,Taio Cruz,Break Your Heart,77397
2021-07-01 19:27,Milky Chance,Stolen Dance,313684
2021-07-01 19:31,Sean Kingston,Beautiful Girls,212493
2021-07-05 19:34,Sean Kingston,Beautiful Girls,12870
2021-07-05 19:38,Eminem,Not Afraid,248133
2021-07-05 19:47,Black Eyed Peas,Just Can’t Get Enough,219426
2021-07-05 19:50,Ellie Goulding,Lights - Single Version,211800
2021-07-05 20:02,Foster The People,Pumped Up Kicks,239600
2021-07-05 20:06,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),952
2021-07-05 20:06,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),1950
2021-07-05 20:06,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),5131
2021-07-05 20:06,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),5060
2021-07-05 20:06,Bruno Mars,Grenade,223253
2021-07-05 20:10,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),253925
2021-07-05 20:10,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),12580
2021-07-05 20:11,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),13351
2021-07-05 20:20,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),21594
2021-07-05 20:23,The Wanted,Glad You Came,198186
2021-07-05 20:24,Fall Out Boy,Centuries,2670
2021-07-05 20:24,Trey Songz,Na Na,5479
2021-07-05 20:24,The Weeknd,The Hills,12940
2021-07-05 20:24,JAY-Z,Holy Grail,3134
2021-07-05 20:27,B.o.B,Magic (feat. Rivers Cuomo),196133
2021-07-05 20:30,Hot Chelle Rae,Tonight Tonight,200466
2021-07-05 20:34,Calvin Harris,Feel So Close - Radio Edit,206413
2021-07-05 20:37,Bridgit Mendler,Ready or Not,200946
2021-07-05 20:41,One Direction,Story of My Life,245493
2021-07-05 20:45,Kesha,TiK ToK,199693
2021-07-05 20:50,The Goo Goo Dolls,Iris,289533
2021-07-05 20:50,Jason Derulo,Talk Dirty (feat. 2 Chainz),6916
2021-07-05 20:53,Calvin Harris,Summer,222533
2021-07-05 20:57,Cobra Starship,You Make Me Feel... (feat. Sabi),215693
2021-07-05 21:02,Maroon 5,Daylight,225306
2021-07-05 21:07,MGMT,Kids,302840
2021-07-05 21:14,Eminem,Stan,445203
2021-07-05 21:17,Tyler James Williams,Don't Run Away,8120
2021-07-05 21:17,Charli XCX,Boom Clap,169866
2021-07-05 21:28,Empire of the Sun,Walking On A Dream,394830
2021-07-05 21:33,MGMT,Kids,302840
2021-07-05 21:37,Fitz and The Tantrums,Out of My League,209386
2021-07-05 21:37,Empire of the Sun,Alive,26962
2021-07-05 21:38,Grouplove,Tongue Tied,0
2021-07-05 21:41,Empire of the Sun,Alive,162
2021-07-05 21:41,Empire of the Sun,Alive,139
2021-07-05 21:41,Empire of the Sun,Alive,185
2021-07-05 21:41,Empire of the Sun,Alive,116
2021-07-05 21:41,Empire of the Sun,Alive,255
2021-07-05 21:41,Empire of the Sun,Alive,417
2021-07-05 21:41,Empire of the Sun,Alive,580
2021-07-05 21:41,Empire of the Sun,Alive,212694
2021-07-05 21:41,Empire of the Sun,Alive,8532
2021-07-05 21:42,Empire of the Sun,Alive,162
2021-07-05 22:00,Empire of the Sun,Alive,10612
2021-07-05 22:04,Grouplove,Tongue Tied,218013
2021-07-05 22:08,M83,Midnight City,241440
2021-07-05 22:10,Vampire Weekend,A-Punk,137760
2021-07-05 22:14,MGMT,Electric Feel,229640
2021-07-05 22:14,Empire of the Sun,We Are The People,21239
2021-07-05 22:14,Empire of the Sun,We Are The People,4504
2021-07-05 22:18,Empire of the Sun,We Are The People,15975
2021-07-05 22:21,Matt and Kim,Daylight,171333
2021-07-05 22:24,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix Radio Edit,203920
2021-07-05 22:28,Smallpools,Dreaming,216253
2021-07-05 22:31,Goth Babe,Weekend Friend,209454
2021-07-05 22:35,Lime Cordiale,Robbery,223233
2021-07-05 22:40,Cherub,XOXO,291773
2021-07-05 22:43,Two Door Cinema Club,What You Know,191706
2021-07-05 22:44,MGMT,When You Die,25567
2021-07-05 22:46,Flume,The Difference,139662
2021-07-05 22:47,Flume,The Difference,1602
2021-07-05 22:47,Empire of the Sun,High And Low,0
2021-07-05 22:53,Empire of the Sun,High And Low,224840
2021-07-05 22:57,Duke Dumont,I Got U,285596
2021-07-05 23:01,What So Not,High You Are,213340
2021-07-05 23:04,Goth Babe,Encinitas,171724
2021-07-05 23:07,Phoenix,1901,193106
2021-07-05 23:11,The Jungle Giants,Sending Me Ur Loving,253940
2021-07-05 23:15,The Wombats,Greek Tragedy,209557
2021-07-05 23:19,Martin Solveig,The Night Out - Single Version,255010
2021-07-05 23:22,Empire of the Sun,Way To Go,192146
2021-07-05 23:26,Foster The People,Sit Next to Me - Stereotypes Remix,190720
2021-07-05 23:30,Passion Pit,Take a Walk,264493
2021-07-05 23:35,BØRNS,Electric Love - Oliver Remix,253880
2021-07-05 23:38,The Wombats,Tokyo (Vampires & Wolves),225526
2021-07-05 23:39,SG Lewis,Chemicals,0
2021-07-05 23:42,Empire of the Sun,Walking On A Dream,198440
2021-07-05 23:48,The Script,Superheroes,245466
2021-07-05 23:52,Chris Brown,Yeah 3x,241666
2021-07-05 23:57,Disclosure,Latch,255866
2021-07-06 00:01,will.i.am,Scream & Shout,283400
2021-07-06 00:05,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),220319
2021-07-06 00:09,John Newman,Love Me Again,239894
2021-07-06 00:13,Alesso,Heroes (we could be),210013
2021-07-06 00:17,Maroon 5,Animals,231013
2021-07-06 00:20,Fergie,L.A.LOVE (la la) [feat. YG],211512
2021-07-06 00:36,American Authors,Best Day Of My Life,194240
2021-07-06 00:40,The Weeknd,The Hills,242253
2021-07-06 00:45,will.i.am,#thatPOWER,279506
2021-07-06 00:49,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306
2021-07-06 00:52,Pitbull,Timber (feat. Ke$ha),204200
2021-07-06 01:21,Rascal Flatts,Life is a Highway,240658
2021-07-06 01:22,Rascal Flatts,Life is a Highway,6315
2021-07-06 01:25,WALK THE MOON,Shut Up and Dance,199080
2021-07-06 01:29,Rihanna,Don't Stop The Music,267080
2021-07-06 01:35,Kesha,Die Young,211920
2021-07-06 01:38,Hot Chelle Rae,Tonight Tonight,200466
2021-07-06 01:42,Katy Perry,Last Friday Night (T.G.I.F.),230733
2021-07-06 01:45,Zara Larsson,Never Forget You,213427
2021-07-06 01:48,Jack Johnson,Upside Down,165292
2021-07-06 01:52,Gwen Stefani,The Sweet Escape,246466
2021-07-06 01:56,Gwen Stefani,Hollaback Girl,199853
2021-07-06 02:00,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306
2021-07-06 02:27,Fall Out Boy,Centuries,25706
2021-07-06 02:28,Fall Out Boy,Centuries,0
2021-07-06 02:33,Kanye West,Stronger,311866
2021-07-06 02:36,JAY-Z,Ni**as In Paris,219333
2021-07-06 02:37,Lil Wayne,A Milli,8279
2021-07-06 02:39,Ski Mask The Slump God,Dr. Suess,153173
2021-07-06 02:45,Ice Cube,It Was A Good Day,260000
2021-07-06 02:48,Aminé,Caroline,209640
2021-07-06 02:51,Wes Walker,Jordan Belfort,140635
2021-07-06 21:50,Whiskey Myers,Virginia,20330
2021-07-07 19:24,Whiskey Myers,Virginia,3390
2021-07-07 19:25,Mac Miller,Gees,12376
2021-07-07 19:26,Mac Miller,Thoughts from a Balcony,9102
2021-07-07 19:26,Mac Miller,Avian,71935
2021-07-07 19:26,Mac Miller,Missed Calls,3274
2021-07-07 19:29,Mac Miller,The Spins,195873
2021-07-07 19:33,Ariana Grande,The Way,227026
2021-07-07 19:53,Mac Miller,100 Grandkids,278506
2021-07-07 19:57,Mac Miller,I'm Not Real,203399
2021-07-07 20:00,Mac Miller,Buttons,228440
2021-07-07 20:03,Mac Miller,Come Back to Earth,161840
2021-07-07 22:25,Mac Miller,Someone Like You,67426
2021-07-08 00:58,Mac Miller,Someone Like You,16973
2021-07-08 01:03,JAY-Z,Run This Town,267520
2021-07-08 01:08,James Bay,Let It Go,260533
2021-07-08 01:13,Lady Gaga,Poker Face,187932
2021-07-08 01:16,Iggy Azalea,Black Widow,209423
2021-07-08 01:20,Katy Perry,Firework,227893
2021-07-08 01:23,Iyaz,Replay,182306
2021-07-08 01:23,Charli XCX,Boom Clap,16264
2021-07-08 01:27,Lorde,Royals,190185
2021-07-08 01:30,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160
2021-07-08 01:33,Miley Cyrus,Party In The U.S.A.,202066
2021-07-08 01:34,Justin Bieber,Somebody To Love,30401
2021-07-08 06:43,Iggy Azalea,Black Widow,1749
2021-07-09 00:28,Mac Miller,Good News,649624
2021-07-09 00:31,A$AP Rocky,Sundress,158205
2021-07-09 00:36,Frank Ocean,Nights,307151
2021-07-09 00:39,Chance the Rapper,Favorite Song,185062
2021-07-09 00:44,J. Cole,t h e . c l i m b . b a c k,306257
2021-07-09 00:49,Jaden,Rainbow Bap,280308
2021-07-09 00:50,Bakar,Hell N Back,88728
2021-07-09 17:44,Bakar,Hell N Back,124836
2021-07-09 17:47,Cordae,RNP (feat. Anderson .Paak),175827
2021-07-09 17:52,Dreamville,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),44594
2021-07-09 18:00,Dreamville,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),337866
2021-07-09 18:01,"Tyler, The Creator","GONE, GONE / THANK YOU",26372
2021-07-09 18:05,Frank Ocean,Lost,234093
2021-07-09 18:25,Jaden,Cabin Fever,195214
2021-07-09 18:28,Healy,Nikes On,162289
2021-07-09 18:30,Still Woozy,Window,139293
2021-07-09 18:34,BROCKHAMPTON,NO HALO,259746
2021-07-09 18:41,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),320720
2021-07-09 18:45,Frank Ocean,Dear April (Side A - Acoustic),197213
2021-07-09 18:45,Chance the Rapper,Same Drugs,5201
2021-07-09 18:45,Jaden,Ninety,2809
2021-07-09 18:49,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",222986
2021-07-09 18:51,Still Woozy,Habit,153871
2021-07-09 18:55,Louis The Child,Free (with Drew Love),222253
2021-07-09 19:00,Frank Ocean,Novacane,302346
2021-07-09 19:03,Daniel Caesar,Japanese Denim,214907
2021-07-09 19:04,Jaden,SOHO,2252
2021-07-09 19:04,tobi lou,I Was Sad Last Night I'm OK Now,6246
2021-07-09 19:07,David Guetta,Turn Me On (feat. Nicki Minaj),199680
2021-07-09 19:11,Usher,OMG (feat. will.i.am),269493
2021-07-09 19:16,Gwen Stefani,The Sweet Escape,246466
2021-07-09 19:19,Cage The Elephant,Cigarette Daydreams,208760
2021-07-09 19:23,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),220319
2021-07-09 19:24,Chris Brown,Yeah 3x,97068
2021-07-09 19:27,DaBaby,Red Light Green Light,159082
2021-07-09 19:28,DaBaby,Number 2,0
2021-07-09 19:31,Dua Lipa,Levitating (feat. DaBaby),203064
2021-07-09 19:34,Doja Cat,Kiss Me More (feat. SZA),208866
2021-07-09 19:38,Benny Benassi,Cinema,183230
2021-07-09 19:40,DaBaby,Red Light Green Light,159082
2021-07-09 19:43,DaBaby,Up The Street,181306
2021-07-09 19:45,DaBaby,OFF THE RIP,115609
2021-07-09 19:48,DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",165366
2021-07-09 19:51,DaBaby,Old Friends,183819
2021-07-09 19:53,DaBaby,Intro,141624
2021-07-09 19:56,DaBaby,Wet,184969
2021-07-09 20:00,Lizzo,Truth Hurts (DaBaby Remix),197610
2021-07-09 20:03,BRS Kash,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,211609
2021-07-09 20:07,Quality Control,"Pink Toes (Offset, DaBaby feat. Gunna)",217220
2021-07-09 20:09,DaBaby,LIGHTSKIN SH*T (feat. Future & jetsonmade),111173
2021-07-09 20:15,DaBaby,Wait Up,227583
2021-07-09 20:17,DaBaby,Webbie,106174
2021-07-09 20:21,DaBaby,JUMP (feat. YoungBoy Never Broke Again),212093
2021-07-09 20:24,Anitta,Girl From Rio (feat. DaBaby),195428
2021-07-09 20:26,DaBaby,THERE HE GO,143295
2021-07-09 20:29,DaBaby,Happy,181015
2021-07-09 20:31,DaBaby,Above The Rim,115697
2021-07-09 20:32,DaBaby,Fresh,18320
2021-07-09 20:35,Taylor Swift,22,232120
2021-07-09 20:39,Maroon 5,Maps,189960
2021-07-09 20:42,Kings of Leon,Sex on Fire,203346
2021-07-09 20:47,The Goo Goo Dolls,Iris,289533
